student_id,family_income,parent1_education,parent2_education,family_size,single_parent_household,neighborhood_median_income,urban_rural,high_school_gpa,sat_math,sat_reading,ap_classes_taken,extracurricular_activities,volunteer_hours,university_tier,major_category,scholarship_amount,working_student,graduation_rate,sat_total,student_name,ses_score
170,53498,Bachelor's,High School,2,FALSE,57184,Suburban,2.42,240,703,2,3,160,Mid Tier,Business,0,TRUE,0.85,943,uULsSURu,-0.7
171,151351,High School,High School,2,FALSE,65164,Suburban,3.42,548,507,7,2,110,Top Tier,Business,0,FALSE,0.61,1055,VcpReebW,0.36
172,94137,Some College,High School,4,FALSE,45129,Urban,2.87,755,729,0,0,90,Mid Tier,STEM,0,TRUE,0.65,1484,pTvGREjH,-0.19
173,94529,Master's,Bachelor's,3,FALSE,115224,Urban,3.95,378,304,0,1,60,Top Tier,Humanities,0,TRUE,0.9,682,wYrwYWof,0.85
174,106456,Master's,Some College,2,FALSE,131752,Rural,3.4,576,279,7,1,10,Lower Tier,Business,0,TRUE,0.82,855,RUrlJhwo,1.89
175,96949,High School,High School,3,TRUE,148344,Urban,3.02,772,508,2,2,170,Mid Tier,Business,1000,FALSE,0.62,1280,YUrvmLvq,0.69
176,44568,High School,High School,5,TRUE,149207,Urban,3.84,260,303,1,3,120,Mid Tier,Business,0,FALSE,0.93,563,detvoNoH,-0.51
177,168442,Bachelor's,High School,4,FALSE,83682,Rural,2.31,655,611,2,2,60,Lower Tier,Business,1000,TRUE,0.92,1266,BTAussoS,0.08
178,126615,Doctorate,High School,2,FALSE,38768,Urban,2.67,522,449,5,2,40,Lower Tier,Arts,0,TRUE,0.79,971,jsgoaRbI,-0.26
179,162991,Bachelor's,Less than High School,5,FALSE,106978,Rural,3,271,399,1,2,100,Top Tier,Humanities,0,FALSE,0.55,670,MVjorhzw,0.35
180,158426,Doctorate,Bachelor's,5,FALSE,125344,Suburban,2.83,772,561,5,4,70,Mid Tier,Social Sciences,0,TRUE,0.9,1333,dJLlUgir,-0.1
181,185250,Bachelor's,High School,5,FALSE,102518,Rural,2.81,547,399,0,2,100,Lower Tier,Social Sciences,1000,FALSE,0.6,946,ZVXreOPR,0.16
182,175273,High School,Master's,4,TRUE,47173,Urban,2.82,633,787,1,0,100,Top Tier,Humanities,5000,TRUE,0.73,1420,hthioYIn,0.29
183,77056,Some College,Bachelor's,2,FALSE,147886,Rural,3.76,514,392,2,3,150,Mid Tier,STEM,0,TRUE,0.94,906,wuQdsJJZ,1.84
184,66667,High School,Less than High School,3,FALSE,133571,Suburban,2.62,757,355,3,1,40,Top Tier,Social Sciences,1000,FALSE,0.76,1112,WCSAjVAn,0.51
185,153608,Some College,High School,3,FALSE,39704,Suburban,2.36,550,300,5,0,170,Mid Tier,Humanities,1000,TRUE,0.69,850,nqFHKRwA,0.65
186,154525,Less than High School,Less than High School,5,FALSE,100476,Urban,2.76,518,444,6,2,180,Mid Tier,Social Sciences,20000,TRUE,0.86,962,UTumXrwN,0.17
187,185223,Bachelor's,High School,6,FALSE,72579,Suburban,2.78,324,224,5,2,50,Mid Tier,Arts,10000,TRUE,0.64,548,myHVpsFy,-0.62
188,162774,Bachelor's,High School,4,TRUE,76620,Urban,3.52,666,700,5,4,30,Lower Tier,Social Sciences,1000,TRUE,0.76,1366,snPPDCKL,-0.07
189,43999,Bachelor's,Some College,4,FALSE,119735,Suburban,3.69,300,275,2,2,100,Top Tier,Social Sciences,0,TRUE,0.54,575,lDEWoSey,0.4
190,71795,Master's,Master's,5,FALSE,121340,Urban,3.92,523,528,8,2,140,Lower Tier,Business,0,FALSE,0.69,1051,JkIhMQfo,0.01
191,55042,Some College,Some College,4,FALSE,52648,Suburban,3.18,676,526,2,3,140,Lower Tier,Humanities,0,TRUE,0.59,1202,YATeyCDD,-0.46
192,161140,Some College,Bachelor's,4,TRUE,148376,Urban,3.88,445,691,1,2,60,Lower Tier,STEM,5000,TRUE,0.58,1136,jsDLaSIR,1.95
193,43197,Bachelor's,Master's,5,TRUE,51188,Rural,3.77,448,385,3,2,50,Mid Tier,STEM,0,TRUE,0.78,833,vZiycmaP,-1.28
194,43236,High School,Master's,4,TRUE,140524,Rural,2.91,556,355,1,2,180,Top Tier,Arts,0,TRUE,0.92,911,URmpnCGf,0.37
195,33006,Master's,Some College,6,TRUE,149948,Urban,2.09,296,333,1,2,50,Lower Tier,STEM,0,TRUE,0.59,629,MsnHTVNc,0.03
196,29563,Some College,High School,3,FALSE,80649,Rural,3.44,301,721,1,3,190,Lower Tier,STEM,10000,FALSE,0.99,1022,ZAhqDhlC,0.05
197,115737,High School,Bachelor's,6,FALSE,99710,Rural,2.47,658,674,5,1,150,Mid Tier,Humanities,0,TRUE,0.79,1332,LFdWcTyK,-0.9
198,40215,High School,Bachelor's,3,FALSE,122999,Rural,2.56,479,292,3,1,120,Mid Tier,Social Sciences,1000,FALSE,0.92,771,dEZtsdov,-0.23
199,153774,Less than High School,Doctorate,5,FALSE,54144,Urban,2.48,492,797,2,4,200,Lower Tier,Business,5000,TRUE,0.63,1289,jJyVBjvh,-0.51
200,151637,Bachelor's,Bachelor's,4,TRUE,46435,Suburban,2.13,739,338,3,2,120,Mid Tier,STEM,50000,TRUE,0.93,1077,ThEdsQGQ,-1.28
201,179321,Bachelor's,High School,5,TRUE,108599,Urban,2.91,732,391,7,2,70,Mid Tier,Social Sciences,5000,TRUE,0.7,1123,HemOegVB,0.2
202,113080,Bachelor's,Some College,6,FALSE,109976,Suburban,3.4,278,591,0,2,40,Mid Tier,Humanities,0,TRUE,0.63,869,sLcaTLsd,0.22
203,173348,Some College,High School,3,TRUE,68260,Rural,2.21,489,799,3,1,110,Top Tier,Humanities,0,FALSE,0.99,1288,yyKxZLBZ,1.26
204,99703,High School,Bachelor's,5,FALSE,129793,Suburban,3.29,448,658,3,4,40,Mid Tier,Business,0,TRUE,0.77,1106,TUoLIcAb,-0.26
205,48418,Less than High School,High School,6,FALSE,42310,Urban,2.57,561,392,0,3,180,Mid Tier,STEM,1000,TRUE,0.54,953,IQxNfdwR,-2.05
206,99618,Master's,Some College,3,FALSE,111229,Urban,3.89,587,624,0,4,130,Mid Tier,Humanities,5000,TRUE,0.77,1211,RBYWhUgU,1.17
207,194192,Less than High School,Bachelor's,4,TRUE,114006,Rural,2.06,666,703,1,3,50,Mid Tier,STEM,10000,FALSE,0.84,1369,wTwKmKnC,1.1
208,107226,Bachelor's,High School,6,FALSE,63052,Suburban,2.86,204,247,4,3,180,Top Tier,Business,5000,FALSE,0.86,451,loGFyWcA,-1.51
209,65443,High School,Some College,6,TRUE,145686,Suburban,3.47,292,302,2,2,100,Lower Tier,Humanities,0,FALSE,0.59,594,uSjgRHZO,0.28
210,66744,Some College,Bachelor's,6,FALSE,87842,Rural,2.09,611,463,3,3,140,Lower Tier,Arts,0,TRUE,0.69,1074,RoqLRqqq,-0.55
211,117563,Master's,Some College,2,FALSE,147705,Suburban,2.67,724,793,5,1,80,Mid Tier,Business,1000,FALSE,0.6,1517,RpmgXoWZ,2.23
212,136978,Doctorate,Bachelor's,3,FALSE,63653,Rural,3.22,684,751,0,3,90,Lower Tier,STEM,0,TRUE,0.61,1435,IwdjpVEu,-0.49
213,80555,High School,Bachelor's,2,FALSE,47201,Urban,3.19,273,273,3,3,50,Lower Tier,Humanities,0,TRUE,0.83,546,FbUlIFSj,-0.58
214,30971,Bachelor's,Some College,3,FALSE,110528,Rural,2.13,688,710,8,1,160,Lower Tier,STEM,0,TRUE,0.72,1398,crUZYwFK,0.5
215,101236,Less than High School,High School,5,TRUE,31747,Rural,2.91,622,270,2,4,170,Mid Tier,Humanities,0,TRUE,0.98,892,ekdkDpRy,-1.34
216,170976,Bachelor's,High School,6,FALSE,75383,Urban,2.26,621,221,4,4,20,Lower Tier,Arts,10000,TRUE,1,842,TbOmSgUB,-0.72
217,123435,Bachelor's,Master's,4,TRUE,143072,Rural,3.45,363,630,2,2,140,Mid Tier,STEM,0,TRUE,0.89,993,tQsJrNeJ,1.18
218,83603,Bachelor's,High School,5,TRUE,79420,Suburban,2.64,490,777,6,4,40,Lower Tier,Humanities,5000,TRUE,0.68,1267,cXPbHJxh,-1.15
219,118537,High School,Less than High School,4,FALSE,115884,Urban,3.32,664,421,4,2,50,Mid Tier,Social Sciences,0,FALSE,0.92,1085,nsxKEgRj,0.4
220,180689,Less than High School,Some College,4,TRUE,61620,Suburban,2.65,218,594,5,4,140,Top Tier,STEM,0,TRUE,0.92,812,LIuPYUfX,0.88
221,108198,High School,High School,5,FALSE,48268,Urban,2.07,370,679,7,1,40,Lower Tier,Business,0,FALSE,0.89,1049,LkBUXbWP,-1.36
222,50894,Some College,Some College,6,FALSE,132847,Urban,2.17,508,732,5,2,40,Mid Tier,Humanities,0,FALSE,0.52,1240,ihLGMycB,-0.05
223,117746,Some College,Less than High School,6,FALSE,50100,Rural,2.2,324,757,4,2,70,Top Tier,Business,0,FALSE,0.7,1081,VQwDJqZT,-0.6
224,193064,Bachelor's,High School,5,FALSE,105851,Urban,3.71,611,756,2,1,100,Mid Tier,Humanities,0,FALSE,1,1367,pHkGNazC,0.29
225,76463,Doctorate,Some College,5,FALSE,44377,Suburban,2.35,378,379,2,5,20,Mid Tier,Arts,0,TRUE,0.88,757,gPkjtzxQ,-0.73
226,167693,Less than High School,High School,3,FALSE,50416,Urban,3.24,787,510,3,2,40,Lower Tier,Business,0,TRUE,0.54,1297,SUjzOnGx,0.28
227,75270,Some College,Master's,2,FALSE,103537,Urban,2.07,391,362,2,5,180,Lower Tier,Social Sciences,5000,FALSE,0.83,753,AGTZFgjX,1.18
228,53382,High School,Bachelor's,3,FALSE,101899,Suburban,2.36,252,207,7,2,200,Lower Tier,STEM,1000,TRUE,0.78,459,AIUUzAQT,-0.41
229,28702,Master's,Some College,3,FALSE,107041,Suburban,2.03,713,581,0,1,90,Mid Tier,Social Sciences,20000,FALSE,0.78,1294,NuzjccUN,0.43
230,64221,Some College,Bachelor's,4,FALSE,65015,Rural,2.4,210,262,3,1,60,Mid Tier,Arts,5000,TRUE,0.76,472,hGAnDzvQ,-0.19
231,83199,Less than High School,High School,5,TRUE,100520,Urban,3.68,636,276,5,2,120,Mid Tier,Arts,0,TRUE,0.52,912,PMtaqSfk,-0.51
232,48624,High School,Less than High School,4,FALSE,94933,Rural,2.22,711,426,2,2,40,Top Tier,Business,20000,TRUE,0.71,1137,bPcxQMPr,-0.57
233,74738,High School,Less than High School,3,FALSE,78726,Rural,2.92,544,640,0,4,50,Mid Tier,Business,0,FALSE,0.94,1184,oiBRtmef,-0.2
234,23159,Less than High School,Some College,5,FALSE,146278,Urban,3.27,468,369,1,2,30,Mid Tier,Arts,10000,TRUE,0.53,837,kwggspnW,0.23
235,199379,Less than High School,High School,5,FALSE,78741,Suburban,2.88,287,260,1,1,150,Mid Tier,STEM,5000,TRUE,0.85,547,rLVsbVQV,0.29
236,164791,Bachelor's,Doctorate,6,FALSE,47873,Suburban,3.62,688,315,1,1,150,Mid Tier,Humanities,5000,TRUE,0.58,1003,QHqhJfEa,-1.51
237,35585,Some College,Some College,6,FALSE,101561,Urban,2.76,467,443,8,2,40,Top Tier,Social Sciences,5000,FALSE,0.68,910,IdHMPZDr,-0.65
238,176588,Bachelor's,Some College,6,FALSE,100447,Urban,2.65,220,800,3,4,170,Lower Tier,STEM,0,TRUE,0.93,1020,OIegRASz,0.69
239,119825,Some College,Doctorate,6,TRUE,105840,Suburban,2.29,612,369,1,2,170,Lower Tier,Humanities,1000,TRUE,0.85,981,wMYAVfGi,0.23
240,95848,High School,Master's,5,FALSE,39270,Rural,3.69,605,467,4,3,140,Mid Tier,Humanities,1000,TRUE,0.78,1072,MYNuMtza,-0.95
241,32175,Less than High School,High School,2,FALSE,43847,Urban,3.4,575,456,2,4,190,Mid Tier,Arts,5000,TRUE,0.57,1031,UpJyDHir,-0.77
242,121059,Bachelor's,High School,5,FALSE,117727,Urban,2.75,434,446,5,0,130,Top Tier,Arts,5000,TRUE,0.74,880,hOHmGbse,-0.23
243,32730,Less than High School,Master's,2,FALSE,142809,Rural,3.24,637,508,5,2,40,Top Tier,Arts,1000,FALSE,0.65,1145,HfNellvn,1.01
244,58051,Doctorate,High School,3,FALSE,38966,Urban,3.2,363,587,6,2,50,Top Tier,Humanities,0,FALSE,0.81,950,RcqnxoyQ,-1.27
245,118932,High School,Master's,6,FALSE,39450,Suburban,2.94,715,659,1,2,130,Mid Tier,Arts,0,FALSE,0.5,1374,hzBGHWLR,-1.08
246,106757,Less than High School,High School,4,FALSE,35328,Suburban,3.74,716,469,3,3,130,Mid Tier,Arts,0,TRUE,0.78,1185,IBgyUQTM,-0.88
247,48705,Some College,High School,4,FALSE,42238,Urban,3.32,554,239,1,1,40,Mid Tier,Business,0,TRUE,0.93,793,YBgvKKmo,-0.67
248,46924,Less than High School,High School,3,FALSE,115357,Urban,2.44,477,661,0,4,110,Lower Tier,Humanities,0,TRUE,0.78,1138,dZdwWBIR,0.06
249,109869,High School,Bachelor's,6,TRUE,39497,Rural,3.73,364,505,4,3,130,Lower Tier,STEM,5000,FALSE,0.81,869,ZIqtipjK,-1.83
250,189302,Less than High School,Some College,2,FALSE,57177,Rural,3.09,290,531,3,0,150,Lower Tier,Humanities,0,TRUE,0.89,821,cxDlVHmO,1.61
251,80162,Some College,High School,3,TRUE,147093,Rural,2.13,326,318,7,4,30,Mid Tier,Business,1000,FALSE,0.79,644,zlGqCDKL,1.5
252,53918,Less than High School,High School,4,FALSE,32924,Urban,3.4,691,343,3,0,170,Mid Tier,STEM,0,FALSE,0.87,1034,FFdFnqVX,-1.42
253,68549,Bachelor's,High School,6,TRUE,114154,Rural,3.51,416,318,2,0,20,Mid Tier,Arts,0,FALSE,0.61,734,MnBCdECx,-1.14
254,115534,High School,Less than High School,5,FALSE,41121,Suburban,2.67,289,404,1,1,180,Top Tier,Arts,0,TRUE,0.95,693,FbLsFQde,-1.06
255,23861,Some College,Some College,2,FALSE,89242,Rural,3.67,679,457,0,3,190,Lower Tier,Social Sciences,1000,TRUE,0.52,1136,hYzjsvTO,0.48
256,163777,High School,Bachelor's,5,FALSE,133072,Rural,3.12,438,294,4,3,70,Mid Tier,STEM,0,TRUE,0.73,732,asQqnTmI,0.4
257,39860,Some College,High School,4,FALSE,55836,Rural,2.88,412,508,3,2,90,Mid Tier,Humanities,1000,TRUE,0.95,920,vvxGSRrD,-0.56
258,117164,High School,Some College,2,TRUE,98375,Urban,3.31,439,470,0,3,60,Mid Tier,Social Sciences,0,FALSE,0.82,909,kesNqaoH,1.51
259,122822,Bachelor's,Bachelor's,2,FALSE,88968,Urban,2.81,494,763,0,3,40,Top Tier,Humanities,0,FALSE,0.58,1257,expSwMVe,-0.24
260,131411,Master's,Some College,5,TRUE,99883,Suburban,3.76,226,699,2,5,160,Top Tier,Business,1000,TRUE,0.51,925,LeUVQASZ,0.61
261,148674,Some College,Bachelor's,6,TRUE,69261,Urban,3.4,511,775,1,0,90,Mid Tier,Humanities,0,TRUE,0.75,1286,ZOyDQyim,-0.03
262,42194,Some College,Master's,4,FALSE,127695,Urban,3.64,675,795,1,4,140,Mid Tier,Humanities,0,TRUE,0.95,1470,lznnfhCE,0.5
263,75989,Some College,Bachelor's,4,TRUE,143935,Suburban,2.19,541,211,4,2,80,Lower Tier,Arts,1000,TRUE,0.6,752,jMyQDTUP,1.06
264,190233,High School,Some College,5,TRUE,99446,Urban,2.69,607,682,7,2,120,Mid Tier,STEM,0,FALSE,0.91,1289,JxGrFZQS,1.17
265,110005,Bachelor's,Some College,4,TRUE,110560,Rural,3.2,532,408,0,2,20,Mid Tier,Humanities,0,TRUE,0.68,940,JwUuYEIW,0.91
266,44341,Some College,Some College,3,TRUE,30088,Urban,3.46,237,712,2,3,90,Mid Tier,Business,5000,TRUE,0.71,949,rMEVvdqP,-0.54
267,176466,Master's,Master's,4,FALSE,37745,Suburban,3.09,796,342,3,1,30,Mid Tier,Social Sciences,0,TRUE,0.81,1138,vwUZdIIC,0.16
268,56909,Some College,High School,2,TRUE,90942,Urban,3.88,744,524,1,2,150,Mid Tier,Humanities,5000,TRUE,0.99,1268,itKOjFHd,0.82
269,186508,Master's,Bachelor's,6,FALSE,41954,Urban,3.33,444,659,8,0,100,Mid Tier,Business,1000,TRUE,0.82,1103,JqFUqrzS,-0.39
270,179616,Bachelor's,Less than High School,5,FALSE,39796,Suburban,2.53,758,569,1,4,70,Mid Tier,Social Sciences,50000,FALSE,0.7,1327,TYmrULeQ,-0.47
271,44533,High School,High School,3,FALSE,123298,Suburban,3.01,734,692,0,3,110,Mid Tier,Social Sciences,0,FALSE,0.66,1426,aCjWEDng,-0.18
272,161363,Some College,Bachelor's,2,FALSE,51042,Suburban,3.84,433,403,2,4,100,Lower Tier,STEM,0,FALSE,0.82,836,TleeQdPy,1.25
273,101595,High School,Less than High School,6,FALSE,49833,Suburban,3.01,797,332,1,4,200,Mid Tier,Business,1000,TRUE,0.53,1129,GNSqhCRt,-1.43
274,44434,Bachelor's,High School,5,FALSE,36198,Urban,2.17,306,545,5,2,80,Mid Tier,Arts,1000,TRUE,0.54,851,lawOtxoV,-2.15
275,179340,Some College,Some College,5,FALSE,98664,Suburban,2.75,772,608,3,2,40,Mid Tier,Social Sciences,0,TRUE,0.53,1380,QnymYPRe,1.05
276,80608,Some College,Some College,4,TRUE,107277,Suburban,2.37,528,711,5,1,100,Top Tier,Business,0,TRUE,0.79,1239,yPJAlKFA,0.58
277,77469,High School,Some College,3,TRUE,65057,Urban,3.42,760,417,4,0,100,Mid Tier,STEM,0,TRUE,0.78,1177,yWXgHcTD,0.29
278,92681,Some College,Some College,4,TRUE,148664,Urban,3.11,271,579,3,4,50,Lower Tier,Humanities,20000,TRUE,0.61,850,etyPIDHQ,1.29
279,106234,Bachelor's,Some College,2,TRUE,80272,Rural,2.42,582,680,1,2,160,Mid Tier,STEM,5000,TRUE,0.8,1262,npNpLkMB,1.14
280,86222,Bachelor's,Less than High School,5,TRUE,112405,Rural,2.09,248,355,5,3,120,Lower Tier,STEM,0,FALSE,0.63,603,fyvudQTp,-0.31
281,103824,Less than High School,High School,4,TRUE,97159,Suburban,3.62,230,784,0,1,50,Top Tier,Business,10000,TRUE,0.69,1014,RChZrwYl,-0.01
282,28981,Bachelor's,Some College,5,FALSE,146800,Urban,3.25,348,786,4,2,170,Mid Tier,Business,0,TRUE,0.99,1134,MwZAQZLp,0.3
283,53724,High School,Master's,3,FALSE,131416,Suburban,2.3,328,500,1,2,70,Mid Tier,Social Sciences,0,TRUE,0.75,828,pTBfdZfi,0.69
284,196879,High School,Some College,6,FALSE,78986,Suburban,2.03,395,607,7,2,70,Lower Tier,Social Sciences,5000,TRUE,0.94,1002,KZWYqTVW,0.58
285,79089,High School,Some College,2,TRUE,92920,Urban,3.21,224,782,1,1,180,Lower Tier,Arts,0,FALSE,0.91,1006,jdcIuRyj,1.06
286,50779,Some College,Doctorate,2,FALSE,65458,Suburban,2.46,200,404,0,3,150,Lower Tier,Arts,10000,TRUE,0.62,604,PQceFzul,0.39
287,107886,Some College,Less than High School,3,FALSE,94226,Suburban,3.07,509,430,2,2,20,Mid Tier,Arts,0,TRUE,0.73,939,rDhfKpsB,1
288,23364,Some College,Master's,5,FALSE,124092,Urban,2.34,384,341,3,3,60,Mid Tier,STEM,5000,FALSE,0.92,725,jbNfMzTw,-0.08
289,81107,High School,High School,5,FALSE,125179,Urban,3.99,336,414,3,4,30,Mid Tier,Social Sciences,50000,TRUE,0.96,750,CEjbMWlL,-0.51
290,25339,Bachelor's,Some College,4,TRUE,42626,Rural,3.65,396,503,5,3,20,Mid Tier,Arts,0,FALSE,0.92,899,gmBfNDeB,-0.89
291,176101,High School,High School,3,FALSE,94422,Suburban,3,631,431,3,1,80,Mid Tier,Business,0,TRUE,0.9,1062,nZRzPFpn,0.67
292,151707,High School,Bachelor's,4,FALSE,41127,Suburban,2.27,704,345,0,5,140,Mid Tier,STEM,0,TRUE,0.86,1049,kMtHaYpx,-0.69
293,76747,High School,Bachelor's,2,FALSE,93617,Urban,2.19,675,316,0,2,140,Lower Tier,Business,1000,TRUE,0.7,991,AXVcsAuR,0.05
294,89562,Some College,High School,5,TRUE,30180,Suburban,3.81,756,261,1,5,70,Mid Tier,Social Sciences,50000,TRUE,0.75,1017,quaLoOCK,-0.81
295,79840,Less than High School,High School,5,FALSE,86619,Suburban,2.53,259,592,7,5,190,Mid Tier,Business,1000,TRUE,0.7,851,mDuWIKYi,-0.75
296,36160,High School,Less than High School,5,TRUE,31562,Rural,2.42,406,780,2,5,80,Lower Tier,Humanities,0,TRUE,0.8,1186,OGgIrRVn,-1.97
297,156270,Some College,Doctorate,3,FALSE,75693,Rural,2.44,310,348,0,3,50,Lower Tier,Arts,0,FALSE,0.8,658,WaVsdTFL,1.2
298,128534,Bachelor's,High School,2,TRUE,69524,Rural,2.74,713,522,2,2,100,Top Tier,Social Sciences,20000,FALSE,0.9,1235,DBkmkvTW,0.2
299,46172,Some College,Bachelor's,5,FALSE,144264,Urban,3.59,414,221,0,3,0,Mid Tier,Humanities,0,FALSE,0.62,635,akiNybyt,0.43
300,25853,Bachelor's,Bachelor's,6,TRUE,95952,Suburban,2.41,320,314,0,3,100,Lower Tier,Arts,5000,TRUE,0.68,634,tXKJuLoB,-2.48
301,107078,Less than High School,Bachelor's,5,TRUE,55788,Urban,2.18,489,322,1,2,100,Top Tier,Business,10000,FALSE,0.84,811,zHOIOouL,-0.93
302,100023,Doctorate,Less than High School,6,FALSE,73580,Rural,3.72,466,622,3,1,150,Mid Tier,Business,0,TRUE,0.97,1088,LnEqpomZ,-1.1
303,30869,Bachelor's,Master's,2,FALSE,60192,Suburban,2.55,591,212,0,4,30,Mid Tier,Social Sciences,0,TRUE,0.97,803,KzpjLxjt,-0.21
304,78951,High School,Bachelor's,2,TRUE,33419,Urban,2.18,539,640,0,3,160,Mid Tier,Social Sciences,0,FALSE,0.73,1179,MuAHXIGa,-0.8
305,178117,High School,Some College,3,FALSE,32613,Urban,3.67,615,473,6,4,50,Mid Tier,STEM,5000,TRUE,0.78,1088,ITfdYDOh,0.79
306,187509,Master's,Some College,5,FALSE,44909,Rural,3.54,278,622,0,1,0,Top Tier,Business,0,TRUE,0.94,900,CRlMfHSO,0.35
307,90592,Some College,Some College,3,FALSE,39749,Urban,2.67,715,311,3,3,180,Lower Tier,Humanities,0,TRUE,0.83,1026,quaiQMqZ,0.05
308,48592,Master's,Doctorate,6,FALSE,55800,Urban,3.67,779,482,1,4,0,Mid Tier,Business,0,TRUE,0.8,1261,qwkFVreg,-1.52
309,77591,Master's,Doctorate,4,FALSE,59961,Urban,3.19,676,210,1,2,100,Lower Tier,STEM,0,FALSE,0.85,886,RJhDRwKC,-0.47
310,75254,Bachelor's,Doctorate,2,TRUE,127894,Urban,2.71,203,469,1,4,10,Lower Tier,Humanities,1000,FALSE,0.63,672,BMoYbHUn,0.2
311,39406,High School,Some College,6,FALSE,121972,Suburban,3.32,601,201,2,0,110,Top Tier,Humanities,0,FALSE,0.73,802,alFQvilr,-0.31
312,196280,Some College,Master's,5,FALSE,104882,Urban,2.19,466,593,3,3,0,Lower Tier,Arts,5000,TRUE,0.74,1059,jPpazhZH,1.3
313,109443,High School,Doctorate,6,FALSE,76655,Suburban,2.99,506,248,2,5,190,Top Tier,Arts,0,FALSE,0.56,754,KQrkfXsD,-1.29
314,36753,Bachelor's,Doctorate,5,FALSE,54495,Urban,3.53,664,471,0,4,50,Lower Tier,STEM,0,TRUE,0.85,1135,ndxpObCu,-2.29
315,58119,Bachelor's,Some College,2,FALSE,84757,Urban,3.36,314,485,4,1,160,Mid Tier,Humanities,0,FALSE,0.54,799,IWFMJWOt,0.74
316,187490,Bachelor's,High School,3,FALSE,36384,Suburban,2.33,511,789,3,3,160,Lower Tier,Arts,0,TRUE,0.64,1300,LLUnKsTz,-0.06
317,73432,High School,High School,2,FALSE,73154,Urban,2.76,294,484,1,1,0,Mid Tier,Humanities,0,TRUE,0.73,778,dARLociM,-0.28
318,137579,Some College,Bachelor's,5,TRUE,82069,Suburban,2.37,388,283,0,4,0,Lower Tier,Social Sciences,0,FALSE,0.64,671,yusxpZZP,0.41
319,182193,Less than High School,High School,3,FALSE,54288,Rural,3.71,393,539,0,3,150,Lower Tier,Arts,5000,FALSE,0.76,932,isNBZRUb,0.48
320,198343,Bachelor's,Doctorate,2,FALSE,34540,Urban,2.49,557,345,4,1,100,Mid Tier,STEM,0,TRUE,0.86,902,OzeDkYWG,0.04
321,97460,High School,Some College,6,TRUE,83781,Suburban,3.91,581,669,4,5,100,Mid Tier,Humanities,1000,FALSE,0.68,1250,rLxcUleT,-0.31
322,90880,Bachelor's,Less than High School,2,FALSE,60291,Suburban,2.35,548,560,5,3,70,Mid Tier,Business,5000,FALSE,0.86,1108,kqLUVHcp,0.04
323,45544,Master's,High School,3,FALSE,84628,Urban,2.22,342,746,3,2,130,Mid Tier,Humanities,0,FALSE,0.82,1088,DFgOmKuQ,-0.07
324,70365,Master's,Less than High School,3,FALSE,75487,Suburban,3.9,261,213,5,1,100,Mid Tier,Business,10000,FALSE,0.93,474,TtcxeZws,0.04
325,121668,Bachelor's,Bachelor's,2,TRUE,133347,Rural,3.91,641,423,1,4,20,Lower Tier,STEM,0,FALSE,0.69,1064,CqyHiZJr,0.4
326,188325,Less than High School,Master's,2,FALSE,136709,Suburban,3.46,591,347,2,3,140,Mid Tier,Business,5000,TRUE,0.85,938,PXASNCSO,2.42
327,84512,Less than High School,Doctorate,2,TRUE,116795,Suburban,2.11,696,451,2,2,100,Mid Tier,Business,50000,FALSE,0.78,1147,QsaqtbhW,0.79
328,171561,Less than High School,Less than High School,5,TRUE,127780,Urban,3.27,780,332,0,3,130,Top Tier,STEM,0,FALSE,0.91,1112,mMzalOpM,0.73
329,150034,Master's,Some College,5,TRUE,101692,Suburban,3.33,787,728,3,2,60,Mid Tier,Humanities,10000,FALSE,0.63,1515,OKrxhNgZ,0.81
330,155132,Bachelor's,Doctorate,5,TRUE,99694,Urban,2.56,545,361,0,4,120,Top Tier,Social Sciences,1000,TRUE,0.65,906,JmuCGWBf,-0.5
331,186318,Some College,Bachelor's,4,FALSE,63672,Urban,3.97,386,644,1,2,10,Mid Tier,Business,0,TRUE,0.69,1030,XGNJuuHz,0.96
332,20428,High School,High School,6,TRUE,79739,Urban,3.71,714,686,1,3,160,Mid Tier,Social Sciences,5000,TRUE,0.98,1400,VmqCmhda,-2.11
333,48877,Master's,High School,6,FALSE,37926,Urban,2.8,566,295,1,3,130,Mid Tier,STEM,5000,FALSE,0.93,861,FLkaHulJ,-1.77
334,91869,Master's,Bachelor's,3,FALSE,67533,Suburban,2.31,311,739,2,2,150,Mid Tier,STEM,1000,TRUE,0.87,1050,VVLTmZYA,0.13
335,141558,Some College,High School,3,FALSE,114121,Urban,2.79,706,774,3,2,180,Mid Tier,STEM,1000,FALSE,0.86,1480,KlndHXMV,1.62
336,106467,Some College,Bachelor's,6,FALSE,117172,Rural,2.83,766,672,3,3,90,Mid Tier,Humanities,0,FALSE,0.7,1438,pTwUaqNO,0.26
337,116089,High School,High School,6,FALSE,41291,Rural,3.73,775,594,1,2,50,Mid Tier,Social Sciences,0,FALSE,0.52,1369,kVILEXlC,-1.74
338,77051,High School,High School,4,FALSE,39797,Urban,3.73,664,536,0,2,160,Mid Tier,Arts,0,TRUE,0.66,1200,hzMFrgtx,-1.43
339,166656,Bachelor's,Less than High School,4,FALSE,55238,Urban,2.22,708,392,2,2,110,Top Tier,Humanities,5000,TRUE,0.61,1100,PqdccTpU,-0.01
